ResponseId,Q120,MainBranch,Age,Employment,RemoteWork,CodingActivities,EdLevel,LearnCode,LearnCodeOnline,LearnCodeCoursesCert,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,TechList,BuyNewTool,Country,Currency,CompTotal,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSysPersonal use,OpSysProfessional use,OfficeStackAsyncHaveWorkedWith,OfficeStackAsyncWantToWorkWith,OfficeStackSyncHaveWorkedWith,OfficeStackSyncWantToWorkWith,AISearchHaveWorkedWith,AISearchWantToWorkWith,AIDevHaveWorkedWith,AIDevWantToWorkWith,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,SOAI,AISelect,AISent,AIAcc,AIBen,AIToolInterested in Using,AIToolCurrently Using,AIToolNot interested in Using,AINextVery different,AINextNeither different nor similar,AINextSomewhat similar,AINextVery similar,AINextSomewhat different,TBranch,ICorPM,WorkExp,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Knowledge_8,Frequency_1,Frequency_2,Frequency_3,TimeSearching,TimeAnswering,ProfessionalTech,Industry,SurveyLength,SurveyEase,ConvertedCompYearly
508,I agree,I am a developer by profession,25-34 years old,"Not employed, but looking for work",NA,NA,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Other online resources (e.g., videos, blogs, forum)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Click to write Choice 20;Stack Overflow,NA,21,NA,Research & Development role,NA,NA,Investigate,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,Italy,NA,NA,Bash/Shell (all shells);C++;HTML/CSS;JavaScript;PHP;Python,Bash/Shell (all shells);C++;HTML/CSS;Python;Rust,InfluxDB;PostgreSQL;Redis;SQLite,Redis;SQLite,Cloudflare;Hetzner;Oracle Cloud Infrastructure (OCI),Cloudflare;Hetzner,AngularJS;Django;FastAPI;Flask;jQuery;Node.js;React;Vue.js,AngularJS;Django;FastAPI;React;Vue.js,CUDA;NumPy;Opencv;OpenGL;Pandas;Qt,CUDA;NumPy;Opencv;OpenGL;Pandas;Qt,Ansible;Boost.Test;CMake;LLVM's Clang;Make;npm;Pip;Unity 3D;Vite;Webpack,Ansible;Catch2;CMake;Kubernetes;LLVM's Clang;Make;Pip;Unity 3D;Vite,CLion;IntelliJ IDEA;IPython;PyCharm;Sublime Text;Vim,CLion;IntelliJ IDEA;IPython;PyCharm;Sublime Text;Visual Studio Code,Debian;Fedora;iOS;iPadOS;MacOS;Other Linux-based;Ubuntu,Debian;Other Linux-based;Ubuntu,Doxygen;Markdown File;Miro;Wikis,Doxygen;Markdown File;Miro;Wikis,Cisco Webex Teams;Google Meet;Jitsi;Microsoft Teams;Rocketchat;Slack;Telegram;Whatsapp;Zoom,Rocketchat;Telegram,NA,NA,NA,NA,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per week,"Yes, somewhat",Detecting low-quality posts,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,NA
509,I agree,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","School (i.e., University, College, etc)",NA,NA,10,5,"Developer, full-stack",500 to 999 employees,I have some influence,Given a list,Ask developers I know/work with,Netherlands,EUR European Euro,65000,Bash/Shell (all shells);C#;PowerShell;Python;R;SQL,Bash/Shell (all shells);C#;Lua;PowerShell;Python;SQL,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,ASP.NET CORE;Flask,ASP.NET CORE;Flask,.NET (5+) ;Keras;NumPy;Pandas;Scikit-Learn;TensorFlow;Torch/PyTorch,.NET (5+) ;Keras;NumPy;Pandas;Scikit-Learn;TensorFlow;Torch/PyTorch,Docker;Kubernetes;NuGet;Pip,Docker;Kubernetes;NuGet;Pip,Jupyter Notebook/JupyterLab;Notepad++;PyCharm;Vim,Jupyter Notebook/JupyterLab;Notepad++;PyCharm;Vim,Windows,Windows,NA,NA,Microsoft Teams;Skype,Microsoft Teams,ChatGPT;WolframAlpha,ChatGPT;WolframAlpha,NA,NA,Stack Overflow;Stack Exchange,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",Code generators/co-pilots are very exciting and promissing,Yes,Favorable,Increase productivity;Speed up learning,Neither trust nor distrust,Learning about a codebase;Documenting code;Testing code,Writing code;Documenting code;Debugging and getting help,Project planning;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ,,,,,Writing code;Documenting code;Debugging and getting help,Yes,Individual contributor,5,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,1-2 times a week,1-2 times a week,Never,30-60 minutes a day,Less than 15 minutes a day,DevOps function;Microservices;Automated testing;Innersource initiative,Healthcare,Too long,Neither easy nor difficult,69608
510,I agree,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Colleague;Hackathons (virtual or in-person);Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Recorded coding sessions;How-to videos;Video-based Online Courses;Written-based Online Courses;Written Tutorials;Stack Overflow;Certification videos,Codecademy;Udemy,17,7,"Developer, back-end",2 to 9 employees,I have a great deal of influence,Investigate,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Ask a generative AI tool,Austria,EUR European Euro,56000,HTML/CSS;JavaScript;PHP,HTML/CSS;JavaScript;PHP;TypeScript,MariaDB;Redis,MariaDB;Redis,NA,NA,Symfony,Symfony,RabbitMQ,RabbitMQ,Docker;Gradle;Homebrew;npm;Webpack;Yarn,Docker;Webpack;Yarn,PhpStorm,PhpStorm,MacOS,MacOS,Asana;GitHub Discussions;Markdown File,GitHub Discussions;Markdown File,Microsoft Teams,Microsoft Teams,ChatGPT;You.com,Google Bard AI,NA,NA,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,Neutral,Sounds great. Would appreciate proper formatting and grammar to better understand both questions and answers.,Yes,Very favorable,Increase productivity;Greater efficiency,Somewhat distrust,Learning about a codebase;Project planning;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ,Writing code,,,,,,Writing code,Yes,Individual contributor,7,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,Never,3-5 times a week,Never,30-60 minutes a day,30-60 minutes a day,Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery,"Information Services, IT, Software Development, or other Technology",Too long,Easy,59970
511,I agree,I am a developer by profession,25-34 years old,"Employed, full-time",In-person,Contribute to open-source projects;Professional development or self-paced learning from online courses;School or academic work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","On the job training;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;Recorded coding sessions;How-to videos;Written Tutorials;Stack Overflow,NA,12,3,Academic researcher,20 to 99 employees,I have a great deal of influence,Investigate,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Research companies that have advertised on sites I visit;Research companies that have emailed me,Germany,EUR European Euro,NA,Bash/Shell (all shells);C;C++;Julia;PowerShell;Python;Rust,Bash/Shell (all shells);Julia;Python;Rust,NA,NA,NA,NA,NA,NA,CUDA;GTK;Keras;NumPy;Opencv;Pandas;Scikit-Learn;TensorFlow,Keras;NumPy;Torch/PyTorch,Cargo;CMake;GNU GCC;Google Test;Make;Pip,Cargo;Catch2;CMake,CLion;Jupyter Notebook/JupyterLab;PyCharm;Vim;VSCodium,CLion;Jupyter Notebook/JupyterLab;PyCharm;VSCodium,Ubuntu,Ubuntu,Doxygen;Markdown File;Wikis,Markdown File,Discord;Jitsi;Matrix;Signal;Skype;Slack;Zoom,Jitsi;Matrix;Signal;Zoom,ChatGPT;WolframAlpha,Bing AI;ChatGPT;Google Bard AI;WolframAlpha,NA,NA,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,"Yes, somewhat","AI tools should be used to improve the experience but in a non-invasive way and with caution. For example, there may be an option to show the user outputs of common available LLMs upon submitting a question. These may give the solution already or prompt the asker to improve the question. Easier uses of AI include improving detection of duplicate questions and improving detection of questions that do not meet community standards, whereupon a warning may be displayed.",Yes,Very favorable,Increase productivity;Greater efficiency;Speed up learning,Highly distrust,Learning about a codebase;Project planning;Documenting code;Debugging and getting help;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ,Writing code;Other (please describe),Testing code,,,,,Writing code,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult,NA
512,I agree,I am a developer by profession,45-54 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",Bootstrapping a business,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Online Courses or Certification;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;How-to videos;Video-based Online Courses;Written-based Online Courses;Written Tutorials;Click to write Choice 20;Stack Overflow,Udemy;Coursera,21,16,"Developer, full-stack","10,000 or more employees",I have little or no influence,NA,Start a free trial;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd,Ireland,EUR European Euro,NA,Bash/Shell (all shells);C;Java;JavaScript;Python;Ruby;TypeScript,Go;Rust,InfluxDB;MySQL;PostgreSQL;Redis,NA,Amazon Web Services (AWS);Cloudflare;Hetzner;OpenShift;OpenStack;OVH,NA,Angular;Node.js;Ruby on Rails;Spring Boot,Angular;Node.js;React;Ruby on Rails;Spring Boot;Vue.js,Apache Kafka;Spring Framework,Apache Kafka;RabbitMQ;Spring Framework,Docker;Gradle;Kubernetes;npm,Ansible;Cargo;Docker;Gradle;Kubernetes;npm;Terraform,CLion;Goland;IntelliJ IDEA;PyCharm;RStudio;RubyMine;Sublime Text;Vim;Visual Studio Code;WebStorm,CLion;Goland;IntelliJ IDEA;PyCharm;RStudio;RubyMine;Sublime Text;Vim;Visual Studio Code;WebStorm,iOS;MacOS;Ubuntu,iOS;MacOS;Ubuntu,Confluence;Wikis,Confluence;Wikis,Google Meet;Microsoft Teams;Skype;Zoom,Google Meet;Microsoft Teams;Skype;Zoom,ChatGPT,ChatGPT,NA,NA,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per month or weekly,"Yes, definitely",NA,"No, but I plan to soon",Favorable,NA,Somewhat distrust,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult,NA
513,I agree,I am a developer by profession,35-44 years old,"Independent contractor, freelancer, or self-employed;Student, part-time",Remote,Hobby;Contribute to open-source projects;Professional development or self-paced learning from online courses;Freelance/contract work;School or academic work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Other (please specify):,NA,NA,12,NA,Data scientist or machine learning specialist,NA,NA,Investigate,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,United States of America,NA,NA,Bash/Shell (all shells);C;Lua;MATLAB;PowerShell;Zig,C;C#;Crystal;Fortran;Go;Lua;MATLAB;Nim;PowerShell;Zig,Microsoft SQL Server,Microsoft SQL Server,Digital Ocean;Google Cloud;Microsoft Azure;Render,Digital Ocean;Google Cloud;Microsoft Azure;Render,Deno;React;Svelte;Vue.js,Deno;React;Svelte;Vue.js,CUDA;Electron;JAX;Keras;NumPy;Pandas;Scikit-Learn;TensorFlow;Torch/PyTorch,CUDA;Electron;JAX;Keras;NumPy;Pandas;Scikit-Learn;TensorFlow;Torch/PyTorch,LLVM's Clang;MSBuild;MSVC;Ninja;Visual Studio Solution,LLVM's Clang;MSBuild;MSVC;Ninja;Visual Studio Solution,Geany;IPython;Jupyter Notebook/JupyterLab;Notepad++;Spyder;Sublime Text;Visual Studio Code;VSCodium,Geany;IPython;Jupyter Notebook/JupyterLab;Notepad++;Spyder;Sublime Text;Visual Studio Code;VSCodium,Windows,Windows,Airtable;GitHub Discussions;Markdown File;Notion;Stack Overflow for Teams;Wikis,Airtable;GitHub Discussions;Markdown File;Stack Overflow for Teams;Wikis,Discord;Google Chat;Google Meet;Matrix;Zoom;Zulip,Google Chat;Google Meet;Matrix;Zulip,Bing AI;ChatGPT;WolframAlpha,Bing AI;ChatGPT;WolframAlpha,GitHub Copilot,GitHub Copilot,Stack Overflow;Stack Exchange;Collectives on Stack Overflow,Daily or almost daily,Yes,A few times per week,"Yes, somewhat",Leave AI out,Yes,Favorable,Increase productivity;Greater efficiency;Speed up learning,Somewhat distrust,Learning about a codebase;Documenting code;Debugging and getting help;Testing code;Deployment and monitoring;Collaborating with teammates ,Writing code;Committing and reviewing code,Project planning,,,,Writing code;Committing and reviewing code,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,NA
514,I agree,I am a developer by profession,35-44 years old,"Employed, full-time",In-person,Hobby,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Books / Physical media;Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;How-to videos;Written Tutorials;Stack Overflow,NA,22,16,"Developer, full-stack",2 to 9 employees,I have a great deal of influence,Investigate,Start a free trial;Visit developer communities like Stack Overflow;Ask a generative AI tool,Italy,EUR European Euro,NA,C#;C++;Delphi;HTML/CSS;JavaScript;SQL;VBA;Visual Basic (.Net),HTML/CSS;JavaScript;SQL,Microsoft SQL Server;SQLite,Microsoft SQL Server;SQLite,Amazon Web Services (AWS);Google Cloud;Microsoft Azure,Google Cloud;Microsoft Azure,ASP.NET;ASP.NET CORE;jQuery,ASP.NET;ASP.NET CORE,.NET (5+) ;.NET Framework (1.0 - 4.8);Xamarin,.NET (5+) ;.NET Framework (1.0 - 4.8);.NET MAUI;Xamarin,MSBuild,MSBuild,Visual Studio Code,Visual Studio Code,Android;Windows,Windows,Azure Devops;Jira;Stack Overflow for Teams,Azure Devops,Google Chat;Google Meet;Microsoft Teams;Skype;Telegram;Whatsapp;Zoom,Google Chat;Google Meet;Microsoft Teams;Skype;Zoom,ChatGPT,ChatGPT,NA,NA,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"Yes, definitely",NA,Yes,Favorable,Greater efficiency;Speed up learning,Somewhat trust,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Individual contributor,17,Agree,NA,NA,NA,NA,NA,NA,NA,Never,Never,Never,15-30 minutes a day,Less than 15 minutes a day,DevOps function;Innersource initiative;Developer portal or other central places to find tools/services,"Information Services, IT, Software Development, or other Technology",Appropriate in length,Neither easy nor difficult,NA
515,I agree,I am a developer by profession,18-24 years old,"Employed, full-time",In-person,Hobby;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;Written Tutorials;Stack Overflow,NA,4,Less than 1 year,"Developer, full-stack",2 to 9 employees,I have little or no influence,NA,Start a free trial;Visit developer communities like Stack Overflow,Benin,"XOF	West African CFA franc",3500000,C#;Dart;HTML/CSS;Java;Kotlin;PHP;Scala;TypeScript,C#;Java;Kotlin;Scala,H2;MariaDB;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite,Cassandra;MySQL;PostgreSQL,Heroku;Render,Amazon Web Services (AWS);Microsoft Azure,Angular;ASP.NET CORE;Blazor;Laravel;Spring Boot;Vue.js,Blazor;Play Framework;Symfony,.NET (5+) ;Flutter,.NET (5+) ;CUDA;Qt;Quarkus,APT;Composer;Dagger;Docker;Gradle;NuGet;Pacman;Visual Studio Solution;Webpack,Composer;Dagger;Docker;Gradle;NuGet;Pacman;Visual Studio Solution,Android Studio;Fleet;IntelliJ IDEA;PhpStorm;Rider;Visual Studio Code,Android Studio;Fleet;IntelliJ IDEA;PhpStorm;Rider,Other Linux-based,Other Linux-based,Trello,Trello;YouTrack,Google Meet;Telegram;Whatsapp,Google Meet,NA,NA,GitHub Copilot,NA,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,Neutral,NA,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Individual contributor,1,Strongly disagree,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Never,Never,Never,30-60 minutes a day,Less than 15 minutes a day,None of these,Other,Appropriate in length,Neither easy nor difficult,5715
516,I agree,I am a developer by profession,35-44 years old,"Employed, full-time",Remote,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Stack Overflow,NA,14,10,"Developer, back-end",100 to 499 employees,I have little or no influence,NA,Start a free trial;Ask developers I know/work with,Brazil,"BRL	Brazilian real",140000,Bash/Shell (all shells);HTML/CSS;JavaScript;SQL,HTML/CSS;JavaScript;Swift,PostgreSQL,PostgreSQL,Amazon Web Services (AWS);Digital Ocean,Amazon Web Services (AWS);Digital Ocean,Express;Node.js;Nuxt.js;Vue.js,Express;Node.js;Nuxt.js;Vue.js,NA,NA,Docker;npm;Vite,Docker;npm;Vite,Vim;Visual Studio Code,Vim;Visual Studio Code,Ubuntu,Ubuntu,Markdown File,Markdown File,Microsoft Teams,NA,NA,NA,NA,NA,Stack Overflow,Daily or almost daily,Yes,A few times per week,"Yes, definitely",I think it could be tested as a different website.,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,28403
517,I agree,I am a developer by profession,18-24 years old,"Employed, full-time",Remote,Hobby;Contribute to open-source projects;Professional development or self-paced learning from online courses;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Online Courses or Certification;Other online resources (e.g., videos, blogs, forum);Coding Bootcamp","Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Recorded coding sessions;How-to videos;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Stack Overflow;Interactive tutorial;Certification videos",Codecademy;edX;Udemy;Pluralsight;Coursera,6,1,"Developer, back-end",500 to 999 employees,I have little or no influence,NA,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd,India,"INR	Indian rupee",NA,C;C#;C++;Dart;HTML/CSS;Java;JavaScript;Kotlin;Lua;Python;TypeScript,Dart;Go;HTML/CSS;Java;JavaScript;Kotlin;Lua;Python;Swift;TypeScript,Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite,BigQuery;Cassandra;Cloud Firestore;Cockroachdb;Dynamodb;Elasticsearch;Firebase Realtime Database;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);Digital Ocean;Firebase;Google Cloud;Heroku;Vercel,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Firebase;Google Cloud;Heroku;Microsoft Azure;Netlify;Vercel,Angular;AngularJS;Django;Express;jQuery;NestJS;Next.js;Node.js;React;Remix,Angular;AngularJS;Django;Express;FastAPI;Flask;jQuery;NestJS;Next.js;Node.js;React;Remix,Flutter,Apache Kafka;Apache Spark;Flutter;Hadoop;Ionic;Keras;Ktor;RabbitMQ;React Native;Spring Framework;SwiftUI,Chocolatey;Docker;GNU GCC;Gradle;Kubernetes;npm;Pip;Unity 3D;Unreal Engine;Visual Studio Solution,Ansible;Ant;Chef;Chocolatey;CMake;Dagger;Docker;GNU GCC;Gradle;Kubernetes;Make;Maven (build tool);Nix;npm;Pip;Unity 3D;Unreal Engine;Visual Studio Solution;Webpack;Yarn,Android Studio;Atom;CLion;Eclipse;IntelliJ IDEA;Nano;Notepad++;Sublime Text;Visual Studio Code;VSCodium;WebStorm;Xcode,Android Studio;Atom;CLion;Eclipse;IntelliJ IDEA;Nano;Visual Studio Code;VSCodium;WebStorm;Xcode,Android;ChromeOS;iOS;Red Hat;Windows;Windows Subsystem for Linux (WSL),Android;ChromeOS;Debian;iOS;Other Linux-based;Red Hat;Ubuntu;Windows;Windows Subsystem for Linux (WSL),Adobe Workfront;Confluence;Jira;Stack Overflow for Teams;Trello,Adobe Workfront;Azure Devops;Confluence;GitHub Discussions;Jira;Stack Overflow for Teams;Trello,Discord;Google Meet;Microsoft Teams;Slack;Whatsapp;Zoom,Discord;Google Meet;Microsoft Teams;Slack;Whatsapp;Zoom,ChatGPT,ChatGPT,GitHub Copilot,GitHub Copilot,Stack Overflow;Stack Exchange;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Collectives on Stack Overflow,Multiple times per day,Yes,A few times per month or weekly,"Yes, definitely",I think that using AI tools to improve the Stack Overflow experience is a great idea,Yes,Very favorable,Increase productivity;Greater efficiency;Speed up learning;Improve accuracy in coding;Improve collaboration,Somewhat trust,Learning about a codebase;Project planning;Writing code;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ,Learning about a codebase;Project planning;Writing code;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Collaborating with teammates ,,,,,,Learning about a codebase;Project planning;Writing code;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Collaborating with teammates ,Yes,Individual contributor,1,Strongly agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly agree,Neither agree nor disagree,Never,1-2 times a week,1-2 times a week,15-30 minutes a day,60-120 minutes a day,DevOps function;Microservices;Automated testing;Observability tools;Continuous integration (CI) and (more often) continuous delivery,"Information Services, IT, Software Development, or other Technology",Appropriate in length,Easy,NA
